Canon imageCLASS 2200 Advanced Copier,25199.9279785156
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,7753.0390625
Hewlett Packard LaserJet 3310 Copier,6983.88354492188
Canon PC1060 Personal Laser Copier,4570.93466186523
"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",4094.9765625
Ativa V4110MDD Micro-Cut Shredder,3772.94616699219
"3D Systems Cube Printer, 2nd Generation, Magenta",3717.97131347656
Plantronics Savi W720 Multi-Device Wireless Headset System,3696.28201293945
Ibico EPK-21 Electric Binding System,3345.2822265625
Zebra ZM400 Thermal Label Printer,3343.53588867188
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,3247.02001953125
Hewlett Packard 610 Color Digital Copier / Printer,3124.93746185303
Plantronics CS510 - Over-the-Head monaural Wireless Headset System,3085.0325088501
Canon Imageclass D680 Copier / Fax,2799.95999908447
Fellowes PB300 Plastic Comb Binding Machine,2518.05506896973
Ibico Ibimaster 300 Manual Binding System,2318.33700561523
Logitech Z-906 Speaker sys - home theater - 5.1-CH,2243.93197631836
GBC DocuBind TL300 Electric Binding System,2233.50512695313
Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,2155.89218902588
Canon PC940 Copier,2092.45343780518
Sharp AL-1530CS Digital Copier,2064.95867919922
"Hot File 7-Pocket, Floor Stand",2016.71098327637
Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,1995.98999023438
Canon PC1080F Personal Copier,1973.96704101563
Adjustable Depth Letter/Legal Cart,1932.54899215698
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1927.44200515747
Samsung Galaxy Mega 6.3,1822.75656509399
Canon Image Class D660 Copier,1691.97186279297
Hewlett-Packard Desktjet 6988DT Refurbished Printer,1668.20495605469
"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1653.82562255859
Sharp 1540cs Digital Laser Copier,1649.96995544434
Logitech P710e Mobile Speakerphone,1645.36109137535
"Dual Level, Single-Width Filing Carts",1640.53479385376
Apple iPhone 5,1611.5783996582
GBC DocuBind TL200 Manual Binding Machine,1592.49775314331
Tennsco 6- and 18-Compartment Lockers,1575.10980033875
Global Deluxe High-Back Manager's Chair,1558.59099674225
Hon Pagoda Stacking Chairs,1540.70398712158
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",1517.90641021729
Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1503.52017211914
Canon PC-428 Personal Copier,1469.92649078369
Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,1459.19995117188
Logitech diNovo Edge Keyboard,1432.44271469116
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1388.63480854034
"Iceberg Mobile Mega Data/Printer Cart ",1388.60820388794
Deluxe Rollaway Locking File with Drawer,1380.72160339355
Bady BDG101FRU Card Printer,1327.98336791992
Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1305.64558410645
Hon Olson Stacker Chairs,1292.12640380859
Xerox 1915,1262.39395904541
Standard Rollaway File with Lock,1261.32999801636
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",1260.22101783752
Letter Size Cart,1252.88221073151
Hon GuestStacker Chair,1233.08478164673
Maxell iVDR EX 500GB Cartridge,1184.82202148438
SAFCO Arco Folding Chair,1179.37400341034
Panasonic KX-TG9471B,1168.10039138794
Brother DCP1000 Digital 3 in 1 Multifunction Machine,1154.9614944458
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,1147.42347717285
Tennsco 16-Compartment Lockers with Coat Rack,1114.37084197998
Smead Adjustable Mobile File Trolley with Lockable Top,1106.66159820557
Samsung Galaxy S4 Mini,1104.47651672363
Easy-staple paper,1096.02920770645
Fellowes Powershred HS-440 4-Sheet High Security Shredder,1092.67949676514
Ibico EB-19 Dual Function Manual Binding System,1086.37722015381
ClearOne CHATAttach 160 - speaker phone,1053.98297119141
Hon 4070 Series Pagoda Round Back Stacking Chairs,1052.81439113617
GBC DocuBind 200 Manual Binding Machine,1052.44998168945
Wilson SignalBoost 841262 DB PRO Amplifier Kit,1043.85497283936
Samsung Galaxy S4 Active,1039.9792175293
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,995.900394439697
"Lifetime Advantage Folding Chairs, 4/Carton",972.63680267334
Bose SoundLink Bluetooth Speaker,967.139984130859
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,956.950172424316
Global Troy Executive Leather Low-Back Tilter,951.861991882324
Nortel Meridian M3904 Professional Digital phone,936.259216308594
Global Commerce Series High-Back Swivel/Tilt Chairs,926.185022354126
Cisco SPA301,904.742033958435
Polycom VVX 310 VoIP phone,899.950004577637
Polycom CX600 IP Phone VoIP phone,896.85054397583
Logitech G700s Rechargeable Gaming Mouse,889.910989761353
Imation Bio 2GB USB Flash Drive Imation Corp,881.529602050781
Okidata MB760 Printer,881.370025634766
Jawbone JAMBOX Wireless Bluetooth Speaker,872.104766845703
Safco Contoured Stacking Chairs,870.159986495972
"Global Leather and Oak Executive Chair, Black",854.783203125
Multicolor Computer Printout Paper,851.381965637207
Hewlett Packard 310 Color Digital Copier,839.971992492676
GE 30524EE4,838.837184906006
Hon Olson Stacker Stools,833.59520149231
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,832.993175983429
Hon Multipurpose Stacking Arm Chairs,814.416023254395
Xerox 1908,799.394407272339
Global Ergonomic Managers Chair,785.453182220459
Mitel MiVoice 5330e IP Phone,780.97159576416
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",780.330215454102
GuestStacker Chair with Chrome Finish Legs,773.260789871216
Logitech Wireless Gaming Headset G930,763.152305603027
GBC Ibimaster 500 Manual ProClick Binding System,760.980194091797
Xerox 1945,756.265504837036
Plantronics S12 Corded Telephone Headset System,754.53003692627
Staple envelope,751.628994941711
Global Executive Mid-Back Manager's Chair,750.72838973999
Xerox 189,746.53197479248
Wireless Extenders zBoost YX545 SOHO Signal Booster,733.281202316284
Xerox 1919,729.621997833252
Logitech G19 Programmable Gaming Keyboard,729.061202526093
NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,723.154808044434
Enermax Aurora Lite Keyboard,722.105979919434
Logitech Wireless Headset h800,719.92798614502
Hoover Shoulder Vac Commercial Portable Vacuum,715.640016555786
Google Nexus 5,710.96049118042
Xerox 1941,704.591985702515
Global Leather Executive Chair,701.97998046875
Logitech G35 7.1-Channel Surround Sound Headset,699.346206665039
Hoover WindTunnel Plus Canister Vacuum,697.440010070801
Global Comet Stacking Arm Chair,697.14151763916
Economy Rollaway Files,693.839997291565
Fellowes PB200 Plastic Comb Binding Machine,693.559158325195
Logitech Gaming G510s - Keyboard,676.520387649536
Jabra SPEAK 410,654.170392036438
Cisco SPA525G2 5-Line IP Phone,648.562377929688
Microsoft Sculpt Comfort Mouse,634.405996322632
Cameo Buff Policy Envelopes,632.25679397583
Enermax Acrylux Wireless Keyboard,630.467994689941
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",627.172210693359
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,622.800008773804
Xerox 1893,619.358905792236
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",608.043007850647
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",593.963996887207
Xiaomi Mi3,592.789611816406
Plantronics Audio 995 Wireless Stereo Headset,587.132995605469
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",578.684797286987
Pyle PMP37LED,576.899894714355
Aastra 57i VoIP phone,575.331592559814
Xerox 1917,574.692489624023
"Global Airflow Leather Mesh Back Chair, Black",573.723983764648
Digium D40 VoIP phone,571.425704956055
Tyvek Side-Opening Peel & Seel Expanding Envelopes,570.024002075195
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",569.836791992188
GBC DocuBind P50 Personal Binding Machine,569.422004699707
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,566.467411994934
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,563.816011428833
GBC ProClick Punch Binding System,562.384212493896
Ames Color-File Green Diamond Border X-ray Mailers,559.306793212891
Logitech Wireless Marathon Mouse M705,554.889007568359
Honeywell Quietcare HEPA Air Cleaner,549.763516426086
BlackBerry Q10,548.056495666504
White Computer Printout Paper by Universal,547.678791046143
Xerox 1891,542.900999069214
Hon Non-Folding Utility Tables,541.653991699219
Logitech G600 MMO Gaming Mouse,540.732391357422
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,540.014986991882
Xerox 1888,539.26558303833
"24 Capacity Maxi Data Binder Racks, Pearl",536.902515411377
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,536.221193313599
Xerox 1934,526.212009429932
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",524.505409240723
Polycom SoundStation2 EX Conference phone,518.335990905762
Logitech Illuminated - Keyboard,515.913993835449
Wilson Electronics DB Pro Signal Booster,515.520002365112
Logitech G602 Wireless Gaming Mouse,515.135593414307
Plantronics Audio 478 Stereo USB Headset,514.897000312805
Airmail Envelopes,514.490901947021
Global Comet Stacking Armless Chair,514.36600112915
Apple iPhone 5S,512.990982055664
Fellowes Staxonsteel Drawer Files,509.968799591064
Zebra GX420t Direct Thermal/Thermal Transfer Printer,509.712020874023
Plantronics Calisto P620-M USB Wireless Speakerphone System,505.654191017151
"Global Fabric Manager's Chair, Dark Gray",499.851004600525
WD My Passport Ultra 2TB Portable External Hard Drive,499.799999237061
Hon Mobius Operator's Chair,499.339405059814
Logitech Wireless Performance Mouse MX for PC and Mac,497.9501953125
Xerox 1906,497.577592849731
GBC DocuBind 300 Electric Binding Machine,494.421211242676
"Global Manager's Adjustable Task Chair, Storm",493.704605102539
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",492.6623878479
GBC DocuBind P100 Manual Binding Machine,489.641021728516
DMI Arturo Collection Mission-style Design Wood Chair,486.155586242676
"Fellowes Mobile File Cart, Black",485.003997802734
Aastra 6757i CT Wireless VoIP phone,482.585605621338
Razer Kraken PRO Over Ear PC and Music Headset,479.939997673035
VTech DS6151,478.761996269226
Avanti 1.7 Cu. Ft. Refrigerator,476.625610351563
AT&T CL83451 4-Handset Telephone,473.776985168457
Fellowes Super Stor/Drawer Files,473.341506958008
Motorola L703CM,467.970019340515
Cisco 9971 IP Video Phone Charcoal,466.400024414063
DYMO CardScan Personal V9 Business Card Scanner,463.970996856689
Xerox 1885,461.183990478516
Bretford CR8500 Series Meeting Room Furniture,461.127006530762
Hoover Upright Vacuum With Dirt Cup,460.352752685547
